,total knee arthroplasty,total hip arthroplasty,traumatic brain injury,total joint arthroplasty,leg length discrepancy,transcatheter aortic valve replacement,emergency general surgery,length of stay,acute ischemic stroke,intracerebral hemorrhage,total shoulder arthroplasty,surgical care,mechanical thrombectomy,opioid use disorder,emergency department,hip fracture,patient reported outcome measure,aneurysmal subarachnoid hemorrhage,emergency medical service,discharge disposition,cataract surgery,trauma care,length inequality,spinal cord injury,epilepsy surgery,trauma center,surgical procedure,computed tomography,total hip replacement,in hospital mortality,colorectal cancer,prostate cancer,surveillance epidemiology and end result,endometrial cancer,cervical cancer,hepatocellular carcinoma,fecal immunochemical test,cancer screening,cancer death,prostate specific antigen,epithelial ovarian cancer,screening rate,cancer clinical trial,cancer disparity,colon cancer,renal cell carcinoma,head and neck squamous cell carcinoma,african american,african american cancer epidemiology study,fecal occult blood testing,cancer related death,cancer health disparity,screening behavior,survival disparity,non hispanic white,united states preventive services task force,squamous cell carcinoma,fruit and vegetable,food environment,physical activity,diet quality,body mass index,sugar sweetened beverage,eating behavior,nutrient intake,dietary pattern,healthy eating index,supplemental nutrition assistance program,food insecurity,weight status,food group,nutrition transition,food store,dietary guideline,moderate to vigorous physical activity,dietary intake,bariatric surgery,fast food restaurant,dietary behaviour,abdominal obesity,energy intake,china health and nutrition survey,unhealthy food,double burden of malnutrition,food consumption,food choice,eating disorder,out of pocket payment,new cooperative medical scheme,financial risk protection,health financing,national health insurance scheme,social health insurance,health insurance scheme,financial protection,health care,health service,user fee,universal health coverage uhc,health spending,out of pocket expenditure,health system,community based health insurance,affordable care act,new rural cooperative medical system,health system reform,primary health care,out of pocket health expenditure,public financing,co payment,national health insurance,public health expenditure,health insurance,catastrophic healthcare expenditure,health reform,healthcare financing,data envelopment analysis,medical school,academic medicine,medical education,medical student,underrepresented in medicine,academic rank,accreditation council for graduate medical education,cultural competence,nursing education,nursing student,h index,diversity equity and inclusion,leadership role,nursing workforce,medical training,career development,medical trainee,interprofessional education,american medical college,residency program,medical school curriculum,global health education,health profession,learning environment,nursing profession,undergraduate medical education,emergency medicine,residency training,professional development,student,kidney transplant,end stage renal disease,kidney transplantation,end stage kidney disease,chronic kidney disease,renal replacement therapy,liver transplantation,kidney disease,live donor,acute kidney injury,living donor kidney transplantation,kidney replacement therapy,model for end stage liver disease,end stage liver disease,world kidney day,estimated glomerular filtration rate,live kidney donation,peritoneal dialysis,world kidney,transplant center,kidney allocation system,dialysis facility,organ donation,dialysis,graft survival,kidney failure,united network for organ sharing,united network,liver transplant,home dialysis,lesbian gay bisexual and transgender,lesbian gay and bisexual,sexual minority,lesbian gay bisexual transgender and queer,transgender and gender diverse,sexual orientation and gender identity,minority stress,sexual orientation,intimate partner violence,sexual and gender minority,sexual identity,gender minority,sexual health,gay and bisexual men,gay lesbian,minority stress theory,gender diverse,gender dysphoria,gender affirming care,lesbian gay bisexual transgender and queer questioning,sexual violence,heterosexual counterpart,gender nonconforming,transgender,gender affirming hormone therapy,lesbian,bisexual,sexual and reproductive health,sexual minority woman,transgender and gender non conforming,breast cancer,triple negative breast cancer,breast cancer care,breast reconstruction,early stage breast cancer,adjuvant endocrine therapy,screening mammography,breast conserving surgery,invasive breast cancer,white breast cancer,hereditary breast and ovarian cancer,metastatic breast cancer,breast cancer health disparities study,endocrine therapy,inflammatory breast cancer,estrogen receptor,female breast cancer,breast cancer specific mortality,breast density,chinese american breast cancer,recurrence score,tumor biology,adaptive rank truncated product,woman,breast screening,breast health,contralateral prophylactic mastectomy,african american breast cancer,latina breast cancer,hormone receptor positive,dental caries,oral health related quality of life,oral health,dental service,tooth loss,oral disease,oral health care,oral health service,oral health status,oral health disparity,periodontal disease,dental visit,poor oral health,early childhood caries,caries,dental care service,fill tooth,dental hygienist,dental disease,oral health promotion,oral hygiene,oral health literacy,oral health inequity,oral health condition,dental health,dental therapist,dental school,oral health care service,tooth decay,dental workforce,inequality,disability free life expectancy,self rated health,socioeconomic status,healthy life expectancy,income inequality,survey of health,survey of health ageing and retirement in europe,self assessed health,european social survey,english longitudinal study of ageing,chinese longitudinal healthy longevity survey,relative index of inequality,old worker,life expectancy,health and retirement study,working life,health related quality of life,european union statistics on income and living condition,activities of daily living,income related,alcohol related mortality,health,old adult,health inequality,income related inequality,concentration index,life satisfaction,self reported health,social capital,health outcome,racial disparity,structural racism,health disparity,racial ethnic disparity,race ethnicity,black,race,racial ethnic difference,racial,racial bias,alzheimers disease,racial ethnic discrimination,non hispanic black,critical race theory,and related dementia,ethnic disparity,racial ethnic group,racism related stress,medication therapy management,racial ethnic health disparity,black american,white adult,black adult,hispanic patient,black white health,disparity,black birth,ethnic group,black white disparity,pm2 5,air pollution,green space,air pollutant,air quality,particulate matter,normalized difference vegetation index,spatial autocorrelation,environmental protection agency,heat related,climate change,nitrogen dioxide,geographically weighted regression,urban green space,index of concentration at the extreme,environmental hazard,drinking water,air toxic,chronic obstructive pulmonary disease,lead exposure,black carbon,vegetation index,spatial accessibility,spatial heterogeneity,environmental injustice,environmental pollution,greenhouse gas,volatile organic compound,land use regression,indoor air quality,covid 19,sars cov 2,acute respiratory syndrome,sars cov 2 infection,coronavirus disease,coronavirus 2,social distancing,sars cov 2 virus,pandemic,covid 19 related,contact tracing,pandemic response,covid 19 associated,sars cov 2 transmission,non pharmaceutical intervention,covid 19 infection,pandemic wave,sars cov 2 pandemic,sars cov 2 testing,severe acute respiratory syndrome,covid 19 test,stay at home order,personal protective equipment,pandemic preparedness,acute respiratory distress syndrome,essential worker,corona virus disease 2019,case fatality rate,covid 19 virus,covid related,health information technology,patient portal,ehealth literacy,virtual care,advance care planning,in person visit,telehealth service,patient centered medical home,limited english proficiency,personal health record,health technology assessment,telemental health,assistive technology,health information exchange,rapid response team,digital health,portal use,internet access,shared decision making,artificial intelligence,digital literacy,digital divide,information and communication technology,clinical decision support system,telemedicine visit,video visit,digital health technology,end of life care,telemedicine,access,men who have sex with men,hiv prevention,sexual risk behavior,hiv testing,hiv care,hiv infection,antiretroviral therapy,hiv risk,viral suppression,hiv related stigma,hiv transmission,condom use,hiv related,hiv diagnosis,hiv prevalence,persons living with hiv,hiv positive,hiv epidemic,antiretroviral treatment,people living with hiv,hiv acquisition,hiv negative,hiv stigma,hiv infected,viral load,hiv status,hiv pre exposure prophylaxis,hiv medical care,human immunodeficiency virus,hiv treatment,health in all policy,community based participatory research,health inequity,social determinant,health impact assessment,social justice,health policy and systems research,community engaged research,community health worker,public health,community capacity,participatory action research,global health research,global health,culture centered approach,research process,community engagement,community member,cultural safety,community academic partnership,food system,faith based organization,well being,health promotion,cbpr partnership,participatory approach,center for american indian health,historical trauma,cbpr project,participatory research,autism spectrum disorder,attention deficit hyperactivity disorder,school readiness,children with special health care need,early childhood development,national survey of childrens health,child maltreatment,conduct problem,child,early childhood,well child visit,special health care need,school aged child,school based,school entry,family centered care,millennium cohort study,adverse childhood,early childhood education,motor competence,unintentional injury,behavioural problem,cognitive development,child and adolescent mental health service,developmental delay,cerebral palsy,atopic dermatitis,medical home model of care,developmental outcome,school closure,severe maternal morbidity,antenatal care,preterm birth,prenatal care,maternity care,caesarean section,pregnant woman,perinatal outcome,gestational age,gestational weight gain,postnatal care,birth outcome,unintended pregnancy,low birth weight,contraceptive use,emergency obstetric care,adverse birth,birth weight,very low birth weight,birth attendant,small for gestational age,postpartum depression,perinatal health,maternal mortality ratio,pregnancy related death,long acting reversible contraception,postpartum care,perinatal mortality,live birth,maternal,reactive oxygen specie,e histolytica,in vitro,e dispar,cell line,in vivo,g protein coupled receptor,mouse model,epithelial cell,gut microbiota,genome wide association study,hiv 1,protein protein interaction,dendritic cell,tumor cell,high throughput,epithelial mesenchymal transition,cancer cell,poly adp ribose polymerase 1,dna methylation,cell death,single nucleotide polymorphism,wild type,cell type,entamoeba histolytica,plasma membrane,transcription factor,gene expression,mitochondrial dna,mouse,vaccine,hpv vaccine,vaccine preventable disease,parasitic infection,advisory committee on immunization practice,rotavirus vaccine,vaccination rate,pneumococcal conjugate vaccine,influenza vaccine,immunization rate,influenza vaccination,hpv related cancer,vaccination,human papilloma virus,vaccination programme,intestinal parasitic infection,immunization program,hpv infection,hepatitis c virus,immunization service,non vaccination,zero dose,hesitancy,hepatitis b vaccine,hepatitis b virus hbv infection,vaccination status,vaccinate,diphtheria tetanus pertussis,national immunization program,herd immunity,non small cell lung cancer,overall survival,lung cancer,pancreatic cancer,gastric cancer,bladder cancer,head and neck cancer,cancer mortality,rectal cancer,palliative care,cancer survival,childhood cancer,cancer care,population based cancer,cancer treatment,radiation therapy,cancer type,advanced cancer,mortality to incidence ratio,cancer control,esophageal cancer,cancer survivor,thyroid cancer,quality cancer care,cancer site,pancreatic ductal adenocarcinoma,national cancer data base,surgical resection,stereotactic body radiation therapy,high quality cancer care,gestational diabetes mellitus,diabetes care,type 2 diabetes,continuous glucose monitoring,diabetic retinopathy,diabetes self management education,diabetes management,diabetic ketoacidosis,diabetic foot ulcer,national diabetes prevention program,diabetes related complication,type 1 diabetes mellitus,hemoglobin a1c,diabetes prevention,self monitoring of blood glucose,diabetes control,diabetes related,diabetes mellitus,glycaemic control,american diabetes association,diabetes prevention program,diabetes,continuous subcutaneous insulin infusion,diabetes distress,insulin pump therapy,pre diabete,diabetes self management,diabetes education,diabetes risk,poor glycemic control,out of hospital cardiac arrest,abdominal aortic aneurysm,cardiac rehabilitation,atrial fibrillation,percutaneous coronary intervention,coronary artery disease,heart failure,cardiovascular disease,acute myocardial infarction,acute coronary syndrome,atherosclerotic cardiovascular disease,coronary heart disease,coronary artery bypass grafting,oral anticoagulant,myocardial infarction,european society of cardiology,non st segment elevation myocardial infarction,ischaemic heart disease,cardiac resynchronization therapy,implantable cardioverter defibrillator,american heart association,left ventricular ejection fraction,guideline directed medical therapy,valvular heart disease,cardiovascular health,ischemic stroke,reduce ejection fraction,heart failure with reduced ejection fraction,ejection fraction,congenital heart disease,e cigarette,tobacco related health disparity,tobacco product,tobacco control policy,electronic cigarette,cigarette smoking,tobacco use,smoke free policy,tobacco related disease,menthol cigarette,smokeless tobacco,tobacco related disparity,smoking related disease,quit attempt,tobacco retailer,second hand smoke,tobacco control,nicotine replacement therapy,smoking prevalence,cigarette smoker,e cigarette use,tobacco industry,tobacco retailer density,smoking behaviour,tobacco control strategy,tobacco use supplement,smoking,tobacco tax,tobacco control measure,smoking rate,mental health care,mental health service,mental health,post traumatic stress disorder,serious mental illness,substance use disorder,depressive symptom,major depressive disorder,severe mental illness,mental illness,alcohol use disorder,global mental health,mental disorder,first episode psychosis,mental health parity and addiction equity act,mental health disparity,bipolar disorder,psychotic disorder,anxiety disorder,mental health literacy,chronic widespread pain,mental health professional,obsessive compulsive disorder,mental health issue,psychiatric disorder,depressive disorder,mental health problem,common mental disorder,mental health stigma,psychotropic medication,ovarian cancer,ovarian cancer cell,nf κb,t vaginalis,t vaginalis infection,female reproductive tract cell,nf κb transcription factor subunit,pyroptotic host cell death,gasdermin family member,nlrp3 inflammasome signaling,t vaginalis induced pyroptosis,nf κb signaling cascade,gasdermin d,caspase 1 cleavage,gasdermin d protein,t vaginalis infected,placental cell line,host cell death,beta il 1beta,frt cell,pyroptotic cell death,pro interleukin 1,pyroptosis specific protein,bioactive il 1,caspase 1 mediated,pyroptosis released protein,ubiquitous signaling pathway,dna binding assay,spheroid formation assay,inflammation induced signaling,patient education materials assessment tool for printable material,tijuana river,united states mexico international border,advanced care planning,south bay region,pilot hybrid type 1 testing,patient education material assessment tool,non targeted chemical analysis,tijuana river watershed,river watershed,hybrid type 1 pilot,acp i,organizations electronic medical record,south bay community,south bay area,spatiotemporally acquired water,elevated chronic disease,nontargeted mass spectrometry,implementation plan procedure,community stakeholder engagement,care coordinator training,eol care intervention,acp i plan,rural border region,organizational educational material,rural border area,code primary principle,simple measure of gobbledygook,write health education material,water contaminant,fetal alcohol spectrum disorder,fall detection sensor,activities of daily life,texas instruments wilinktm wi fi bluetooth,printed circuit board,low power field programmable gate array,health data analytic portal,lis2dh mems digital output motion,bluetooth low energy module,low power,low cost mobile wireless,fixed function,caffe deep learning framework,binarized neural network model,evidence based falls prevention,healthlinks clinical research center,field programmable gate array,custom 3d printed case,dr paolini,prenatal alcohol exposure,attention deficit,classify fall,fall prevention therapy,neuroplasticity laboratory en,lattice semiconductor,ice40up5k fpga,gyroscope sensor,recurrent neural network,z axis acceleration,secondary project,san diego state university,minority health and health disparity,nih funded hispanic community health study study of latino,center for transdisciplinary health disparities research,united women of east africa support team,healthlink center for transdisciplinary health disparities research center,hispanic latino heritage group,national institutes of health office of equity,investigator development core,city height,community engagement core,evidence based behavioral intervention service,mock mhealth prototype,covariate adjusted hazard ratio,well tested formative research method,community engagement core cec partner,ethnic racial minority,acculturation stress,parental closeness,wearable sensor technology,trauma related screening tool,ethnic linguistic category,stakeholder panel,after school intervention model,theoretically selected structural indicator,individual level tobacco use,san diego county area,local san diego area,cutting edge biomedical research,cross disciplinary collaboration topic,Global Health Disparities Research Cluster 1,Global Health Disparities Research Cluster 2,Global Health Disparities Research Cluster 3,Global Health Disparities Research Cluster 4,Global Health Disparities Research Cluster 5,Global Health Disparities Research Cluster 6,Global Health Disparities Research Cluster 7,Global Health Disparities Research Cluster 8,Global Health Disparities Research Cluster 9,Global Health Disparities Research Cluster 10,Global Health Disparities Research Cluster 11,Global Health Disparities Research Cluster 12,Global Health Disparities Research Cluster 13,Global Health Disparities Research Cluster 14,Global Health Disparities Research Cluster 15,Global Health Disparities Research Cluster 16,Global Health Disparities Research Cluster 17,Global Health Disparities Research Cluster 18,Global Health Disparities Research Cluster 19,Global Health Disparities Research Cluster 20,Global Health Disparities Research Cluster 21,Global Health Disparities Research Cluster 22,Global Health Disparities Research Cluster 23,Global Health Disparities Research Cluster 24,Global Health Disparities Research Cluster 25,SDSU Heath Link Projects Clusters 1,SDSU Heath Link Projects Clusters 2,SDSU Heath Link Projects Clusters 3,SDSU Heath Link Projects Clusters 4
total knee arthroplasty,1.0,0.7563089319939584,0.79049574331893,0.7050795530346309,0.6627784574241088,0.5146104275462305,0.4564198476037666,0.4361562289533756,0.3873996473669834,0.38512780126898893,0.3493129249765285,0.3298695191412467,0.3164732022082179,0.33630621100577984,0.35695666688396005,0.2990764072079436,0.27761484911951706,0.2810943960065172,0.2830501414026371,0.2842562855717631,0.2703688424887958,0.2887616837206811,0.2608039310435856,0.28407417626164233,0.2612541423986383,0.260167997128134,0.25237487045542356,0.24636642948455262,0.25733306779709236,0.2545830347049766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1863542086502268,0.0,0.0,0.0,0.0,0.0,0.0,0.1472321674942341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20063821612670596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1500174324652379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10375302601653016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22873541436500744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13641706608187068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12672969135745576,0.149287450936516,0.12146027713167656,0.14913124709697922,0.11239153501907491,0.1261418341860645,0.114103217500223,0.1381946747095185,0.10224416624207193,0.10467691501882165,0.0,0.10081318345911972,0.0,0.0,0.0,0.11403303597286436,0.0,0.0,0.0,0.1055347051212016,0.0,0.0,0.0,0.0,0.12073369769058366,0.0,0.17287927302259268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20101677919061275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274608387718584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17083990715047204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6839090256206312,0.2990671240070857,0.1523744147223539,0.13200027978015985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10910618322218682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026357125230904756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064013200944550335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007587326613287587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801762114537445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19823788546255505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
